Row Type,CTID,CTDL Type,CTDL Type Label,Name,Alternate Name(s),Description,Credential Status Type,Finder ID,In Language(s),Last Updated,Owned By/Offered By,Time Estimate(s),Industry Code(s),Occupation Code(s),Instructional Program Code(s),Learning Delivery Type(s),Subject Webpage,Keywords,Requirements Description(s),Finder Detail Page,Registry URI,Estimated Cost(s),Estimated Cost Details
Resource,ce-b3fe3020-25f8-47a5-b134-da1b1be57373,ceterms:BachelorOfArtsDegree,Bachelor of Arts Degree,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education (BAESSESP_202102)",BAESSESP_202102,"Do you enjoy finding creative ways to share information with others? Does the career you're interested in require skills pertaining to education, but not necessarily a teaching license? If this describes you, a bachelor's in educational studies is exactly what you've been looking for. Put your passion to work with an education studies degree where you can make a meaningful contribution in people's lives as an educator. This online, non-licensure bachelor's education degree program gives you the skills you need to educate and care for diverse learners in a variety of fields. Based on your career goals and interests, you can choose an educational studies program in a content area that mees your needs while working toward employment in school settings, corporate training, and instructional design-just to name a few! However, these programs do not lead to a teaching license.",Ceasing,66301,English,"Sep 8, 2023 3:52 PM",Western Governors University,4 Years,Educational Services (61),Instructional Coordinators (25-9031.00) | Instructional Designers and Technologists (25-9031.01),Computer Teacher Education (13.1321),Online Only,https://www.wgu.edu/online-teaching-degrees/education-bachelors-degrees.html#_,Adolescent Development | Assessment and Evaluation | Classroom Management | Critical Thinking | Curriculum Design | Data Analysis | Education and Physics Integration | Educational Assessment | Educational Philosophy | Educational Program Development | Educational Program Evaluation | Educational Psychology | Educational Research | Educational Studies | Educational Technology | Electricity and Magnetism | Experiential Learning | Hands-On Science | Inquiry-Based Learning | Instructional Methods | Learning Strategies | Learning Theories | Lifespan Development | Mechanics | Modern Physics | Physics Advocacy | Physics and Career Development | Physics and Civic Responsibility | Physics and Community | Physics and Community Engagement | Physics and Critical Pedagogy | Physics and Cultural Awareness | Physics and Data Analysis | Physics and Educational Change | Physics and Educational Collaboration | Physics and Educational Ethics | Physics and Educational Impact Assessment | Physics and Educational Innovation | Physics and Educational Philosophy | Physics and Educational Policy. | Physics and Educational Research | Physics and Educational Trends | Physics and Environmental Awareness | Physics and Ethical Decision Making | Physics and Ethics | Physics and Globalization | Physics and Health Promotion | Physics and Interdisciplinary Studies | Physics and Learning Environments | Physics and Lifelong Learning | Physics and Personal Growth | Physics and Policy | Physics and Public Policy | Physics and Social Impact | Physics and Social Justice | Physics and Society | Physics and Sustainability | Physics and Technology | Physics and Technology Integration | Physics and Well-Being | Physics Communication | Physics Communication Skills | Physics Curriculum Development | Physics Ethics | Physics Instructional Design | Physics Leadership | Physics Program Evaluation | Physics Science Content | Physics Teaching Strategies | Problem Solving | Quantum Mechanics | Relativity | Research Skills | Scientific Method | Secondary Physics Science Education | STEM Education | Student Engagement | Teaching and Learning | Thermodynamics | Waves and Optics,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/66301,https://credentialengineregistry.org/resources/ce-b3fe3020-25f8-47a5-b134-da1b1be57373,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-37cd9855-b4ba-4968-a5dd-c61397e75812,ceterms:BachelorOfScienceDegree,Bachelor of Science Degree,"Bachelor of Science, Sales and Sales Management (BSSM_201409)",BSSM_201409,"The Bachelor of Science in Sales and Sales Management is a competency-based program that enables sales personnel in organizations to earn a Bachelor of Science degree. The B.S. in Sales and Sales Management is solid preparation of a career in sales or sales management. This program consists of twelve balanced areas of study, development of a comprehensive portfolio, WGU competency-based assessments, and a capstone project.",Ceasing,65455,English,"Sep 8, 2023 3:52 PM",Western Governors University,4 Years,"Professional, Scientific, and Technical Services (54)","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products (41-4012.00)","Sales, Distribution, and Marketing Operations, General (52.1801)",Online Only,https://www.wgu.edu/online-business-degrees/bachelors-programs.html,Account Management | B2B Sales | B2C Sales | Bachelor of Science - Sales and Sales Management | Business Development | Business-to-Business Selling | Competitive Analysis | Consultative Selling | Consumer Behavior | CRM Tools for Sales | Customer Acquisition | Customer Relationship Building | Customer Relationship Management (CRM) | Customer Retention | Market Research | Negotiation Skills | Persuasion Techniques | Professional Selling | Relationship Selling | Retail Sales | Retail Selling | Sales Analysis | Sales Analytics | Sales and Business Development | Sales and Marketing Alignment | Sales and Marketing Management | Sales Automation | Sales Campaigns | Sales Career Path | Sales Channel Management | Sales Closing | Sales Coaching | Sales Communication | Sales Communication Skills | Sales Compensation | Sales Compensation Plans | Sales Data Analysis | Sales Data Management | Sales Decision-Making | Sales Ethics | Sales Forecasting | Sales Goals | Sales Hiring | Sales Incentives | Sales Industry Trends | Sales Interpersonal Skills | Sales Leadership | Sales Leadership Development | Sales Management | Sales Management Careers | Sales Management Certification | Sales Management Degree | Sales Management Jobs | Sales Management Leadership | Sales Management Professionalism | Sales Management Strategies | Sales Management Trends | Sales Managerial Skills | Sales Mentoring | Sales Metrics | Sales Networking | Sales Performance | Sales Performance Evaluation | Sales Performance Metrics | Sales Planning | Sales Presentation | Sales Process | Sales Process Optimization | Sales Productivity | Sales Promotion | Sales Promotion Strategies | Sales Prospecting | Sales Psychology | Sales Recruitment | Sales Relationship Building | Sales Reporting | Sales Software | Sales Strategies | Sales Strategy Development | Sales Target Setting | Sales Targeting | Sales Team Collaboration | Sales Team Management | Sales Team Motivation | Sales Techniques | Sales Technology | Sales Technology Integration | Sales Territory Analysis | Sales Training | Sales Training and Development | Sales Training Programs | Sales Trends | Strategic Selling | Territory Management,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/65455,https://credentialengineregistry.org/resources/ce-37cd9855-b4ba-4968-a5dd-c61397e75812,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-63ce921e-1ce9-40b0-9725-369f086583a3,ceterms:BachelorOfArtsDegree,Bachelor of Arts Degree,"Bachelor of Arts, Educational Studies in Secondary Mathematics Education (BAESMES_202203)",BAESMES_202203,"Do you enjoy finding creative ways to share information with others? Does the career you're interested in require skills pertaining to education, but not necessarily a teaching license? If this describes you, a bachelor's in educational studies is exactly what you've been looking for. Put your passion to work with an education studies degree where you can make a meaningful contribution in people's lives as an educator. This online, non-licensure bachelor's education degree program gives you the skills you need to educate and care for diverse learners in a variety of fields. Based on your career goals and interests, you can choose an educational studies program in a content area that mees your needs while working toward employment in school settings, corporate training, and instructional design-just to name a few! However, these programs do not lead to a teaching license.",Active,66375,English,"Sep 8, 2023 3:51 PM",Western Governors University,4 Years,Educational Services (61),Instructional Coordinators (25-9031.00) | Instructional Designers and Technologists (25-9031.01),Mathematics Teacher Education (13.1311),Online Only,https://www.wgu.edu/online-teaching-degrees/education-bachelors-degrees.html#_,Adolescent Development | Algebra | Assessment and Evaluation | Calculus | Classroom Management | Critical Thinking | Curriculum Design | Data Analysis | Education and Mathematics Integration | Educational Assessment | Educational Philosophy | Educational Program Development | Educational Program Evaluation | Educational Psychology | Educational Research | Educational Studies | Educational Technology | Geometry | Instructional Methods | Learning Strategies | Learning Theories | Lifespan Development | Mathematical Advocacy | Mathematical Communication Skills | Mathematical Concepts | Mathematical Reasoning | Mathematical Thinking | Mathematics and Career Development | Mathematics and Civic Responsibility | Mathematics and Community | Mathematics and Community Engagement | Mathematics and Critical Pedagogy | Mathematics and Cultural Awareness | Mathematics and Data Analysis | Mathematics and Educational Change | Mathematics and Educational Collaboration | Mathematics and Educational Ethics | Mathematics and Educational Impact Assessment | Mathematics and Educational Innovation | Mathematics and Educational Philosophy | Mathematics and Educational Policy. | Mathematics and Educational Research | Mathematics and Educational Trends | Mathematics and Environmental Awareness | Mathematics and Ethical Decision Making | Mathematics and Ethics | Mathematics and Globalization | Mathematics and Health Promotion | Mathematics and Interdisciplinary Studies | Mathematics and Learning Environments | Mathematics and Lifelong Learning | Mathematics and Personal Growth | Mathematics and Policy | Mathematics and Public Policy | Mathematics and Social Impact | Mathematics and Social Justice | Mathematics and Society | Mathematics and Sustainability | Mathematics and Technology | Mathematics and Technology Integration | Mathematics and Well-Being | Mathematics Communication | Mathematics Content | Mathematics Curriculum Development | Mathematics Ethics | Mathematics Instructional Design | Mathematics Program Evaluation | Mathematics Teaching Strategies | Probability | Problem Solving | Research Skills | Secondary Mathematics Education | Statistics | Student Engagement | Teaching and Learning | Trigonometry,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/66375,https://credentialengineregistry.org/resources/ce-63ce921e-1ce9-40b0-9725-369f086583a3,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-4496640c-f015-4141-b557-06c02f67c026,ceterms:BachelorOfScienceDegree,Bachelor of Science Degree,"Bachelor of Science, Network Engineering and Security Cisco Track (BSNES_C_202208)",BSNES_C_202208,"Systems security and network engineering professionals are in high demand. With WGU's online bachelor's degree in network engineering and security, you'll gain the knowledge, skills, and certifications you need to take advantage of that demand and begin a successful career in the field. You can also keep working full-time while earning your degree. Earning your B.S. in Network Engineering and Security will help you increase your earning potential, job security, and opportunities for advancement. You'll develop the latest skills in: Network engineering
Network operations
Security management skills",Active,56051,English,"Sep 8, 2023 3:51 PM",Western Governors University,4 Years,Computer Systems Design Services (541512) | Other Computer Related Services (541519),Computer Network Support Specialists (15-1152.00) | Network and Computer Systems Administrators (15-1244.00),Computer Systems Networking and Telecommunications (11.0901),Online Only,https://wgu.edu/online-it-degrees/network-engineering-security-bachelors-program.html,Cloud computing | Compliance | Computer networks | Cyber defense | Cybersecurity | DHCP | Disaster recovery | DNS | Firewall | Incident response | Information security | Intrusion detection | Intrusion prevention | LAN | Network architecture | Network engineering | Network performance | Network security | Network troubleshooting | Penetration testing | Quality of service | Risk assessment | Routing protocols | Security policies | Security standards | Switching protocols | TCP/IP | Virtualization | VPN | WAN | Wireless networks,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/56051,https://credentialengineregistry.org/resources/ce-4496640c-f015-4141-b557-06c02f67c026,"Cost #1 | Cost Profile | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-5111a22f-84a2-47d9-a760-548e85becb45,ceterms:BachelorOfScienceDegree,Bachelor of Science Degree,"Bachelor of Science, Business - IT Management (BSBUITM_200811)",BSBUITM_200811,"The Bachelor of Science in Business- Information Technology Management is a competency-based program that enables information technology professionals to earn a Bachelor of Science degree. The Bachelor of Science in Business- Information Technology Management degree is great preparation for a career as an IT project manager, director of customer service, data center manager, or equivalent position. This program consists of eight balanced areas of study, development of a comprehensive portfolio, WGU competency-based assessments, and a capstone project.",Ceasing,65504,English,"Sep 8, 2023 3:51 PM",Western Governors University,4 Years,"Professional, Scientific, and Technical Services (54)",Computer and Information Systems Managers (11-3021.00),"Management Information Systems, General (52.1201)",Online Only,https://www.wgu.edu/online-business-degrees/bachelors-programs.html,Business | Business Acumen | Business Analysis | Business Communication | Business Continuity Planning | Business Ethics | Business Process Improvement | Business Process Management | Business Technology | Change Management | Cloud Computing | Communication Skills | Cybersecurity | Data Analytics | Data Management | Database Management | Decision Making | Digital Transformation | Disaster Recovery | Enterprise Systems | Information Systems | Information Technology Management | IT and Business Alignment | IT Architecture | IT Audit | IT Budgeting | IT Business Partnership | IT Collaboration | IT Communication | IT Compliance | IT Consulting | IT Ethics | IT Governance | IT Governance Frameworks | IT Implementation | IT Infrastructure | IT Innovation | IT Leadership | IT Management | IT Management Strategies | IT Metrics | IT Operations | IT Outsourcing | IT Performance | IT Planning | IT Policy | IT Project Control | IT Project Execution | IT Project Management | IT Project Monitoring | IT Project Planning | IT Regulatory Environment | IT Risk Management | IT Security | IT Security Measures | IT Service Delivery | IT Service Management | IT Solutions | IT Strategy | IT Strategy Alignment | IT Team Management | IT Value | IT Vendor Management | Leadership | Network Management | Problem Solving | Professionalism | Strategic Management | Teamwork | Technology Integration | Technology Leadership,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/65504,https://credentialengineregistry.org/resources/ce-5111a22f-84a2-47d9-a760-548e85becb45,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-ea3e6407-e50d-4a0c-99f7-ce084cc66367,ceterms:BachelorOfScienceDegree,Bachelor of Science Degree,"Bachelor of Science, Cybersecurity and Information Assurance (BSCSIA_202010)",BSCSIA_202010,"Hackers and cybercriminals launch new, sophisticated computer viruses, malware, and scams every day that threaten the data our society relies on. WGU's online degree in cybersecurity will help you be prepared to outsmart cybercriminals and be the front line of support for governments and top organizations.  This computer systems degree program provides a solid background in IT security principles such as: 
Secure Systems Analysis & Design 
Data Management 
Web and Cloud Security 
Hacking Countermeasures and Techniques 
Digital Forensics and Incident Response 

WGU's online B.S. Cybersecurity and Information Assurance degree program was designed with input from cybersecurity experts and leading IT employers to meet the most recent Department of Homeland Security (DHS) and National Security Agency (NSA) guidelines. This program has also helped WGU receive the designation of a National Center of Academic Excellence in Cyber Defense through 2026. 

The WGU cybersecurity program boasts 15 top certifications that are built into the IT degree program and do not add time or additional costs-but do add to your résumé as soon as you've earned them, even before you complete your degree!",Ceasing,66325,English | English,"Sep 8, 2023 3:51 PM",Western Governors University,4 Years,"Professional, Scientific, and Technical Services (54)",Information Security Analysts (15-1122.00),Computer and Information Systems Security/Information Assurance (11.1003),Online Only,https://www.wgu.edu/online-it-degrees/bachelors-programs.html#_,Access Control | Cryptography | Cyber Defense | Cyber Threats | Cybersecurity and Information Assurance | Cybersecurity Awareness | Cybersecurity Awareness Campaigns | Cybersecurity Best Practices | Cybersecurity Career Paths | Cybersecurity Certifications | Cybersecurity Compliance | Cybersecurity Education | Cybersecurity Ethics | Cybersecurity Frameworks | Cybersecurity Governance | Cybersecurity Incident Management | Cybersecurity Incident Response | Cybersecurity Laws | Cybersecurity Operations | Cybersecurity Planning | Cybersecurity Policies | Cybersecurity Regulations | Cybersecurity Risk Assessment | Cybersecurity Risk Management | Cybersecurity Strategies | Cybersecurity Technology | Cybersecurity Threat Detection | Cybersecurity Threats | Cybersecurity Training | Cybersecurity Trends | Cybersecurity Vulnerabilities | Data Governance | Data Integrity | Data Protection | Data Security | Digital Forensics | Ethical Hacking | Firewall Management | Identity Management | Incident Response | Information Assurance | Information Privacy | Information Security | Intrusion Detection | Intrusion Prevention | Malware Analysis | Network Intrusion Detection Systems (NIDS) | Network Security | Penetration Testing | Risk Management | Security Analysis | Security Analytics | Security Architecture | Security Assessment | Security Auditing | Security Awareness | Security Best Practices | Security Certifications | Security Compliance | Security Compliance Standards | Security Controls | Security Engineering | Security Governance | Security Implementation | Security Incident Management | Security Management | Security Monitoring | Security Policies | Security Policies and Procedures | Security Procedures | Security Regulations | Security Risk Assessment | Security Standards | Security Strategy | Security Technologies | Security Threat Landscape | Security Training | Threat Detection | Vulnerability Assessment,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/66325,https://credentialengineregistry.org/resources/ce-ea3e6407-e50d-4a0c-99f7-ce084cc66367,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-584089ec-95b5-4b36-8202-e35d6eddde5e,ceterms:BachelorOfArtsDegree,Bachelor of Arts Degree,"Bachelor of Arts, Science (5-12, Geo) (BASCG12_200811)",BASCG12_200811,"The Bachelor of Arts in Science (5-12, Geosciences) is a competency-based degree program that prepares students to be licensed as earth and space science teachers in grades 5-12. All work in this degree program is online with the exception of the Demonstration Teaching and in-classroom field experience components. The program consists of work in the Liberal Arts, the Foundations of Teaching, Effective Teaching Practices, General Science, Geosciences, and Demonstration Teaching.",Ceasing,65680,English,"Sep 8, 2023 3:50 PM",Western Governors University,4 Years,Educational Services (61),"Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)",Astronomy (40.0201),Online Only,https://www.wgu.edu/online-teaching-degrees/education-bachelors-degrees.html#_,Adolescent Development | Assessment and Evaluation | Atmospheric Science | Classroom Management | Climate Change | Climate Patterns | Critical Thinking | Curriculum Design | Data Analysis | Earth Processes | Earth Science | Earth Systems | Earthquakes | Earth's Atmosphere | Earth's Oceans | Earth's Surface | Educational Assessment | Educational Philosophy | Educational Psychology | Educational Research | Educational Technology | Environmental Science | Environmental Sustainability | Experiential Learning | Geologic Time | Geology | Geosciences | Geosciences Advocacy | Geosciences Communication Skills | Geosciences Curriculum Development | Geosciences Instructional Design | Geosciences Leadership | Geosciences Program Evaluation | Geosciences Teaching Strategies | Hands-On Science | Inquiry-Based Learning | Instructional Methods | Landforms | Learning Strategies | Learning Theories | Lifespan Development | Marine Life | Meteorology | Natural Resources | Ocean Circulation | Oceanography | Plate Tectonics | Problem Solving | Research Skills | Rocks and Minerals | Science and Career Development | Science and Civic Responsibility | Science and Community | Science and Community Engagement | Science and Critical Pedagogy | Science and Cultural Awareness | Science and Data Analysis | Science and Educational Change | Science and Educational Collaboration | Science and Educational Ethics | Science and Educational Impact Assessment | Science and Educational Innovation | Science and Educational Philosophy | Science and Educational Policy | Science and Educational Research | Science and Educational Trends | Science and Environmental Awareness | Science and Ethical Decision Making | Science and Ethics | Science and Health Promotion | Science and Interdisciplinary Studies | Science and Learning Environments | Science and Lifelong Learning | Science and Personal Growth | Science and Public Policy | Science and Social Impact | Science and Social Justice | Science and Society | Science and Technology | Science and Technology Integration | Science and Well-Being | Science Communication | Science Content | Science Education | Science Ethics | Science Integration | Scientific Method | STEM Education | Student Engagement | Teaching and Learning | Volcanoes | Water Cycle | Weather Patterns | Weather Phenomena,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/65680,https://credentialengineregistry.org/resources/ce-584089ec-95b5-4b36-8202-e35d6eddde5e,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-1f0a07df-edbc-40cb-9c36-c47f8dc77d9a,ceterms:BachelorOfArtsDegree,Bachelor of Arts Degree,"Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education (BAESMEMG_202102)",BAESMEMG_202102,"Do you enjoy finding creative ways to share information with others? Does the career you're interested in require skills pertaining to education, but not necessarily a teaching license? If this describes you, a bachelor's in educational studies is exactly what you've been looking for. Put your passion to work with an education studies degree where you can make a meaningful contribution in people's lives as an educator. This online, non-licensure bachelor's education degree program gives you the skills you need to educate and care for diverse learners in a variety of fields. Based on your career goals and interests, you can choose an educational studies program in a content area that mees your needs while working toward employment in school settings, corporate training, and instructional design-just to name a few! However, these programs do not lead to a teaching license.",Ceasing,66282,English,"Sep 8, 2023 3:50 PM",Western Governors University,4 Years,Educational Services (61),Instructional Coordinators (25-9031.00) | Instructional Designers and Technologists (25-9031.01),Mathematics Teacher Education (13.1311),Online Only,https://www.wgu.edu/online-teaching-degrees/education-bachelors-degrees.html#_,Adolescent Development | Algebra | Assessment and Evaluation | Classroom Management | Critical Thinking | Curriculum Design | Data Analysis | Education and Mathematics Integration | Educational Assessment | Educational Philosophy | Educational Program Development | Educational Program Evaluation | Educational Psychology | Educational Research | Educational Studies | Educational Technology | Geometry | Instructional Methods | Learning Strategies | Learning Theories | Lifespan Development | Mathematical Advocacy | Mathematical Communication Skills | Mathematical Concepts | Mathematical Reasoning | Mathematical Thinking | Mathematics and Career Development | Mathematics and Civic Responsibility | Mathematics and Community | Mathematics and Community Engagement | Mathematics and Critical Pedagogy | Mathematics and Cultural Awareness | Mathematics and Data Analysis | Mathematics and Educational Change | Mathematics and Educational Collaboration | Mathematics and Educational Ethics | Mathematics and Educational Impact Assessment | Mathematics and Educational Innovation | Mathematics and Educational Philosophy | Mathematics and Educational Policy. | Mathematics and Educational Research | Mathematics and Educational Trends | Mathematics and Environmental Awareness | Mathematics and Ethical Decision Making | Mathematics and Ethics | Mathematics and Globalization | Mathematics and Health Promotion | Mathematics and Interdisciplinary Studies | Mathematics and Learning Environments | Mathematics and Lifelong Learning | Mathematics and Personal Growth | Mathematics and Policy | Mathematics and Public Policy | Mathematics and Social Impact | Mathematics and Social Justice | Mathematics and Society | Mathematics and Sustainability | Mathematics and Technology | Mathematics and Technology Integration | Mathematics and Well-Being | Mathematics Communication | Mathematics Content | Mathematics Curriculum Development | Mathematics Ethics | Mathematics Instructional Design | Mathematics Program Evaluation | Mathematics Teaching Strategies | Middle Grades Mathematics Education | Number Concepts | Problem Solving | Research Skills | Student Engagement | Teaching and Learning,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/66282,https://credentialengineregistry.org/resources/ce-1f0a07df-edbc-40cb-9c36-c47f8dc77d9a,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-cd3817d5-394e-4f4f-9456-efe886ca11c4,ceterms:BachelorOfArtsDegree,Bachelor of Arts Degree,"Bachelor of Arts, Mathematics (5-12) (BAMA12_201404)",BAMA12_201404,"The Bachelor of Arts in Mathematics (5-12) is a competency-based degree program that prepares students to be licensed as mathematics teachers in grades 5-12. All work in this degree program is online with the exception of the Demonstration Teaching and in-classroom field experience components. The program consists of work in the Liberal Arts, the Foundations of Teaching, Effective Teaching Practices, Mathematics, and Demonstration Teaching",Ceasing,65549,English,"Sep 8, 2023 3:50 PM",Western Governors University,4 Years,Educational Services (61),"Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)",Mathematics Teacher Education (13.1311),Online Only,https://www.wgu.edu/online-teaching-degrees/education-bachelors-degrees.html#_,Adolescent Development | Algebra | Assessment and Evaluation | Calculus | Classroom Management | Critical Thinking | Curriculum Design | Data Analysis | Educational Assessment | Educational Philosophy | Educational Psychology | Educational Research | Educational Technology | Geometry | Instructional Methods | Learning Strategies | Learning Theories | Lifespan Development | Mathematical Advocacy | Mathematical Communication Skills | Mathematical Concepts | Mathematical Leadership | Mathematical Reasoning | Mathematical Thinking | Mathematics and Career Development | Mathematics and Civic Responsibility | Mathematics and Community | Mathematics and Community Engagement | Mathematics and Critical Pedagogy | Mathematics and Cultural Awareness | Mathematics and Data Analysis | Mathematics and Educational Change | Mathematics and Educational Collaboration | Mathematics and Educational Ethics | Mathematics and Educational Impact Assessment | Mathematics and Educational Innovation | Mathematics and Educational Philosophy | Mathematics and Educational Policy | Mathematics and Educational Research | Mathematics and Educational Trends | Mathematics and Environmental Awareness | Mathematics and Ethical Decision Making | Mathematics and Ethics | Mathematics and Health Promotion | Mathematics and Interdisciplinary Studies | Mathematics and Learning Environments | Mathematics and Lifelong Learning | Mathematics and Personal Growth | Mathematics and Public Policy | Mathematics and Social Impact | Mathematics and Social Justice | Mathematics and Society | Mathematics and Technology | Mathematics and Technology Integration | Mathematics and Well-Being | Mathematics Communication | Mathematics Content | Mathematics Curriculum Development | Mathematics Education | Mathematics Instructional Design | Mathematics Integration | Mathematics Program Evaluation | Mathematics Teaching Strategies | Number Concepts | Probability | Problem Solving | Research Skills | Statistics | Student Engagement | Teaching and Learning | Trigonometry,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/65549,https://credentialengineregistry.org/resources/ce-cd3817d5-394e-4f4f-9456-efe886ca11c4,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
Resource,ce-0306bd90-b328-4d24-9354-507dff714fb1,ceterms:BachelorOfScienceDegree,Bachelor of Science Degree,"Bachelor of Science, Business - Healthcare Management (BSBUHCM_201510)",BSBUHCM_201510,"The Bachelor of Science, Business - Healthcare Management degree requires completion of courses focused on healthcare management areas in addition to our existing general education and business core curriculum. This program is designed to prepare WGU graduates for a variety of entry level managerial positions in healthcare organizations. The BS, Business - Healthcare Management degree program prepares you with the knowledge and skills to serve in a variety of non-clinical or health care services roles at skilled nursing facilities, residential care facilities, small to medium healthcare facilities, and coordination specialist, managers for Accountable Care Organizations, insurance companies, or community health organizations. In addition, you would have the ability to join other organizations focused on developing, manufacturing, and providing medical related products or services such as pharmaceutical and medical device companies, case management organizations and the financial services sector of the healthcare industry",Ceasing,65236,English | English,"Sep 8, 2023 3:50 PM",Western Governors University,4 years,Health Care and Social Assistance (62),Medical and Health Services Managers (11-9111.00),Health/Health Care Administration/Management (51.0701),Online Only,https://www.wgu.edu/online-business-degrees/bachelors-programs.html,Business | Healthcare Administration | Healthcare Analytics | Healthcare and Community | Healthcare and Cultural Competence | Healthcare and Ethics | Healthcare and Patient Advocacy | Healthcare and Policy Development | Healthcare and Population Health | Healthcare and Public Health | Healthcare and Society | Healthcare and Wellness | Healthcare Budgeting | Healthcare Change Management | Healthcare Collaboration | Healthcare Communication | Healthcare Compliance | Healthcare Data Analysis | Healthcare Decision Making | Healthcare Delivery | Healthcare Economics | Healthcare Ethics | Healthcare Finance | Healthcare Financial Management | Healthcare Governance | Healthcare Human Resources | Healthcare Information Systems | Healthcare Innovation | Healthcare Insurance | Healthcare Law | Healthcare Leadership | Healthcare Leadership Development | Healthcare Management | Healthcare Marketing | Healthcare Metrics | Healthcare Operations | Healthcare Partnerships | Healthcare Performance | Healthcare Planning | Healthcare Policy | Healthcare Process Improvement | Healthcare Quality Improvement | Healthcare Quality Management | Healthcare Regulations | Healthcare Reimbursement | Healthcare Risk Management | Healthcare Service Delivery | Healthcare Services | Healthcare Staffing | Healthcare Strategic Planning | Healthcare Strategy | Healthcare Sustainability | Healthcare Team Management | Healthcare Technology | Healthcare Technology Integration | Patient Care Management,"The learner must have satisfied the indicated learning opportunities, or an approved equivalent, in order to be awarded the credential.",https://credentialfinder.org/Credential/65236,https://credentialengineregistry.org/resources/ce-0306bd90-b328-4d24-9354-507dff714fb1,"Cost #1 | WGU Tuition | Each six-month term includes costs for tuition, an e-books and resources fee, and a program fee. Please see site for details. | https://www.wgu.edu/financial-aid-tuition.html | US Dollar",No Details Available
